experiment,device,model,condition,run,total_time_s,ttft_ms,tokens,tokens_per_sec,peak_ram_mb,avg_cpu_pct
E6,device1,qwen2.5:3b,warm,5,12.7943,393.25,80,6.25,2846.4,47.9
E6,device1,qwen2.5:3b,warm,6,15.1467,376.8,80,5.28,2848.1,48.4
E6,device1,qwen2.5:3b,warm,7,12.7748,461.03,80,6.26,2849.9,48.1
E6,device1,qwen2.5:3b,warm,8,11.4457,680.75,80,6.99,2855.7,46.9
E6,device1,qwen2.5:3b,warm,9,12.399,355.48,80,6.45,2858.1,48.2
E6,device1,qwen2.5:3b,warm,10,14.582,380.42,80,5.49,2858.9,48.4
E6,device1,qwen2.5:3b,warm,11,12.7322,402.36,80,6.28,2861.2,48.0
E6,device1,qwen2.5:3b,warm,12,11.2004,381.0,80,7.14,2860.4,48.2
E6,device1,qwen2.5:3b,warm,13,11.1437,364.47,80,7.18,2860.1,48.5
E6,device1,qwen2.5:3b,warm,14,11.2502,397.87,80,7.11,2863.3,48.1
E6,device1,qwen2.5:3b,warm,15,11.584,457.7,80,6.91,2862.8,47.8
E6,device1,qwen2.5:3b,warm,16,11.6793,393.82,80,6.85,2864.4,48.2
E6,device1,qwen2.5:3b,warm,17,10.8447,368.34,80,7.38,2867.4,48.5
E6,device1,qwen2.5:3b,warm,18,11.256,402.67,80,7.11,2869.3,48.0
E6,device1,qwen2.5:3b,warm,19,12.4523,352.93,80,6.42,2869.4,48.2
E6,device1,qwen2.5:3b,warm,20,11.7584,525.48,80,6.8,2870.4,48.1
E6,device1,mistral:7b,cold,1,49.6797,22197.11,80,1.61,5210.8,33.4
E6,device1,mistral:7b,cold,2,32.5041,9731.63,80,2.46,5214.4,41.1
E6,device1,mistral:7b,cold,3,34.3594,7698.2,80,2.33,5200.8,44.4
E6,device1,mistral:7b,cold,4,34.5065,8869.45,80,2.32,5204.5,43.4
E6,device1,mistral:7b,cold,5,31.2678,8480.0,80,2.56,5115.7,41.6
E6,device1,mistral:7b,warm,1,29.9846,7491.32,80,2.67,5455.2,43.1
E6,device1,mistral:7b,warm,2,24.6386,367.83,80,3.25,5196.3,50.0
E6,device1,mistral:7b,warm,3,23.5733,363.25,80,3.39,5199.3,49.9
E6,device1,mistral:7b,warm,4,28.2829,332.53,80,2.83,5203.1,50.2
E6,device1,mistral:7b,warm,5,24.6205,747.26,80,3.25,5207.6,49.9
E6,device1,mistral:7b,warm,6,24.2601,355.91,80,3.3,5209.8,50.2
E6,device1,mistral:7b,warm,7,24.862,360.28,80,3.22,5211.6,49.8
E6,device1,mistral:7b,warm,8,22.2524,347.85,80,3.6,5214.5,49.8
E6,device1,mistral:7b,warm,9,26.4644,338.17,80,3.02,5213.1,50.0
E6,device1,mistral:7b,warm,10,22.5771,316.82,80,3.54,5215.3,49.9
E6,device1,mistral:7b,warm,11,22.5413,363.26,80,3.55,5217.0,49.9
E6,device1,mistral:7b,warm,12,24.7108,550.82,80,3.24,5217.0,49.9
E6,device1,mistral:7b,warm,13,21.9525,334.37,80,3.64,5217.5,50.1
E6,device1,mistral:7b,warm,14,23.099,326.8,80,3.46,5216.5,49.9
E6,device1,mistral:7b,warm,15,21.8583,317.01,80,3.66,5216.9,50.0
E6,device1,mistral:7b,warm,16,22.1172,335.8,80,3.62,5217.1,49.9
E6,device1,mistral:7b,warm,17,22.3625,360.92,80,3.58,5216.5,50.0
E6,device1,mistral:7b,warm,18,25.3126,322.11,80,3.16,5215.8,49.8
E6,device1,mistral:7b,warm,19,40.7056,397.94,80,1.97,5215.7,49.5
E6,device1,mistral:7b,warm,20,31.1121,919.22,80,2.57,5215.6,49.7
