experiment,device,model,run,total_time_s,ttft_ms,tokens,tokens_per_sec,peak_ram_mb,avg_cpu_pct,load_time_s
E1,device1,tinyllama,1,0.0023,2.26,0,0.0,1485.1,0.0,0.01
E1,device1,tinyllama,2,0.002,2.01,0,0.0,1485.0,0.8,0.01
E1,device1,tinyllama,3,0.0024,2.41,0,0.0,1485.2,0.0,0.01
E1,device1,tinyllama,4,0.0015,1.47,0,0.0,1485.2,0.8,0.01
E1,device1,tinyllama,5,0.0018,1.8,0,0.0,1485.2,1.7,0.01
E1,device1,tinyllama,6,0.002,1.97,0,0.0,1485.1,0.0,0.01
E1,device1,tinyllama,7,0.0026,2.55,0,0.0,1485.1,0.0,0.01
E1,device1,tinyllama,8,0.0022,2.2,0,0.0,1485.1,0.0,0.01
E1,device1,tinyllama,9,0.0016,1.62,0,0.0,1485.1,0.0,0.01
E1,device1,tinyllama,10,0.0027,2.67,0,0.0,1485.1,0.8,0.01
E1,device1,tinyllama,11,0.0023,2.3,0,0.0,1485.1,0.8,0.01
E1,device1,tinyllama,12,0.0019,1.88,0,0.0,1485.1,0.0,0.01
E1,device1,tinyllama,13,0.0015,1.48,0,0.0,1485.1,0.0,0.01
E1,device1,tinyllama,14,0.0022,2.21,0,0.0,1485.1,1.7,0.01
E1,device1,tinyllama,15,0.0026,2.56,0,0.0,1485.1,12.3,0.01
E1,device1,tinyllama,16,0.0028,2.84,0,0.0,1486.1,19.8,0.01
E1,device1,tinyllama,17,0.0029,2.89,0,0.0,1486.6,0.8,0.01
E1,device1,tinyllama,18,0.0048,4.81,0,0.0,1486.6,0.8,0.01
E1,device1,tinyllama,19,0.0024,2.44,0,0.0,1486.6,0.8,0.01
E1,device1,tinyllama,20,0.0026,2.64,0,0.0,1486.6,0.0,0.01
E1,device1,phi3:mini,1,0.0023,2.34,0,0.0,1484.0,0.0,0.0
E1,device1,phi3:mini,2,0.0029,2.89,0,0.0,1484.0,0.0,0.0
E1,device1,phi3:mini,3,0.003,3.01,0,0.0,1484.0,0.8,0.0
E1,device1,phi3:mini,4,0.0024,2.44,0,0.0,1484.0,1.6,0.0
E1,device1,phi3:mini,5,0.0021,2.1,0,0.0,1484.0,0.0,0.0
E1,device1,phi3:mini,6,0.0026,2.65,0,0.0,1484.0,0.8,0.0
E1,device1,phi3:mini,7,0.0027,2.65,0,0.0,1484.0,0.0,0.0
E1,device1,phi3:mini,8,0.0032,3.17,0,0.0,1484.0,0.8,0.0
E1,device1,phi3:mini,9,0.0028,2.75,0,0.0,1484.0,0.0,0.0
E1,device1,phi3:mini,10,0.0029,2.85,0,0.0,1484.0,0.0,0.0
E1,device1,phi3:mini,11,0.0028,2.84,0,0.0,1484.0,0.8,0.0
E1,device1,phi3:mini,12,0.0023,2.35,0,0.0,1484.0,0.0,0.0
E1,device1,phi3:mini,13,0.0031,3.08,0,0.0,1484.0,0.8,0.0
E1,device1,phi3:mini,14,0.0037,3.68,0,0.0,1484.0,0.0,0.0
E1,device1,phi3:mini,15,0.0027,2.67,0,0.0,1484.0,0.0,0.0
E1,device1,phi3:mini,16,0.0031,3.05,0,0.0,1484.0,0.8,0.0
E1,device1,phi3:mini,17,0.0022,2.21,0,0.0,1484.0,0.0,0.0
E1,device1,phi3:mini,18,0.0031,3.07,0,0.0,1484.0,0.0,0.0
E1,device1,phi3:mini,19,0.0029,2.94,0,0.0,1484.0,0.0,0.0
E1,device1,phi3:mini,20,0.003,3.04,0,0.0,1484.0,1.6,0.0
E1,device1,qwen2.5:3b,1,0.0047,4.7,0,0.0,1487.5,0.0,0.01
E1,device1,qwen2.5:3b,2,0.0037,3.67,0,0.0,1487.5,0.0,0.01
E1,device1,qwen2.5:3b,3,0.0028,2.76,0,0.0,1487.5,0.0,0.01
E1,device1,qwen2.5:3b,4,0.0029,2.87,0,0.0,1487.5,1.6,0.01
