experiment,device,model,run,total_time_s,ttft_ms,tokens,tokens_per_sec,peak_ram_mb,avg_cpu_pct,load_time_s
E1,device1,tinyllama,1,9.5884,2648.41,100,10.43,1271.8,43.3,1.94
E1,device1,tinyllama,2,6.4728,168.24,100,15.45,1275.0,48.8,1.94
E1,device1,tinyllama,3,6.0486,155.5,100,16.53,1280.2,48.7,1.94
E1,device1,tinyllama,4,6.4612,167.78,100,15.48,1281.9,48.7,1.94
E1,device1,tinyllama,5,6.7584,164.14,100,14.8,1278.7,48.7,1.94
E1,device1,tinyllama,6,6.2892,163.68,100,15.9,1277.6,47.9,1.94
E1,device1,tinyllama,7,6.5295,169.71,100,15.32,1282.2,48.4,1.94
E1,device1,tinyllama,8,6.4953,162.24,100,15.4,1283.7,48.1,1.94
E1,device1,tinyllama,9,7.998,152.74,100,12.5,1283.4,48.5,1.94
E1,device1,tinyllama,10,8.1193,184.77,100,12.32,1280.5,48.4,1.94
E1,device1,tinyllama,11,8.7284,208.72,100,11.46,1280.8,48.6,1.94
E1,device1,tinyllama,12,9.1441,271.81,100,10.94,1281.7,48.3,1.94
E1,device1,tinyllama,13,12.4578,210.64,100,8.03,1283.2,48.0,1.94
E1,device1,tinyllama,14,9.9955,153.61,100,10.0,1284.2,48.7,1.94
E1,device1,tinyllama,15,7.3208,164.41,100,13.66,1283.3,48.3,1.94
E1,device1,tinyllama,16,7.3155,185.02,100,13.67,1285.4,48.4,1.94
E1,device1,tinyllama,17,9.386,182.12,100,10.65,1283.6,48.7,1.94
E1,device1,tinyllama,18,11.7371,177.89,100,8.52,1280.0,48.2,1.94
E1,device1,tinyllama,19,7.0963,150.3,100,14.09,1281.4,48.9,1.94
E1,device1,tinyllama,20,7.5214,169.53,100,13.3,1284.4,48.1,1.94
E1,device1,phi3:mini,1,80.3941,47389.14,100,1.24,4252.3,32.2,33.05
E1,device1,phi3:mini,2,35.911,468.12,100,2.78,3501.5,48.9,33.05
E1,device1,phi3:mini,3,39.4198,247.73,100,2.54,3504.1,48.4,33.05
E1,device1,phi3:mini,4,41.7517,807.44,100,2.4,3504.1,48.7,33.05
E1,device1,phi3:mini,5,45.6053,473.26,100,2.19,3527.9,50.5,33.05
E1,device1,phi3:mini,6,37.276,302.73,100,2.68,3504.3,49.4,33.05
E1,device1,phi3:mini,7,32.7633,530.3,100,3.05,3503.8,49.0,33.05
E1,device1,phi3:mini,8,30.6798,360.39,100,3.26,3506.2,48.9,33.05
E1,device1,phi3:mini,9,35.8792,573.08,100,2.79,3501.6,48.9,33.05
E1,device1,phi3:mini,10,26.4422,453.51,100,3.78,3501.6,49.6,33.05
E1,device1,phi3:mini,11,26.0479,345.04,100,3.84,3502.8,49.2,33.05
E1,device1,phi3:mini,12,19.4439,228.67,100,5.14,3503.5,49.7,33.05
