experiment,device,model,condition,run,total_time_s,ttft_ms,tokens,tokens_per_sec,peak_ram_mb,avg_cpu_pct
E6,device3,qwen2.5:3b,warm,13,1.6657,116.68,80,48.03,1310.6,8.7
E6,device3,qwen2.5:3b,warm,14,3.6589,1998.55,80,21.86,1315.8,5.7
E6,device3,qwen2.5:3b,warm,15,5.5935,3856.27,80,14.3,1318.4,3.0
E6,device3,qwen2.5:3b,warm,16,1.6634,112.78,80,48.09,1317.9,8.6
E6,device3,qwen2.5:3b,warm,17,10.4626,8695.83,80,7.65,1324.5,2.0
E6,device3,qwen2.5:3b,warm,18,4.7021,3145.47,80,17.01,1326.5,3.6
E6,device3,qwen2.5:3b,warm,19,1.6704,122.24,80,47.89,1326.2,8.8
E6,device3,qwen2.5:3b,warm,20,5.5812,3967.69,80,14.33,1330.5,4.7
E6,device3,mistral:7b,cold,1,10.9181,10918.04,0,0.0,1153.8,2.4
E6,device3,mistral:7b,cold,2,7.7484,7748.34,0,0.0,1160.3,0.8
E6,device3,mistral:7b,cold,3,7.6545,7654.44,0,0.0,1167.3,0.7
E6,device3,mistral:7b,cold,4,7.6961,7696.02,0,0.0,1176.6,0.7
E6,device3,mistral:7b,cold,5,7.6772,7677.08,0,0.0,1177.1,0.7
E6,device3,mistral:7b,warm,1,9.3332,9333.22,0,0.0,1182.5,0.6
E6,device3,mistral:7b,warm,2,9.4006,9400.55,0,0.0,1185.3,0.6
E6,device3,mistral:7b,warm,3,12.1992,12199.25,0,0.0,1184.1,0.4
E6,device3,mistral:7b,warm,4,11.4319,11431.93,0,0.0,1184.7,0.4
E6,device3,mistral:7b,warm,5,11.4153,11415.25,0,0.0,1186.4,0.4
E6,device3,mistral:7b,warm,6,9.4111,9411.14,0,0.0,1183.7,0.5
E6,device3,mistral:7b,warm,7,9.3971,9397.07,0,0.0,1186.5,0.6
E6,device3,mistral:7b,warm,8,9.4109,9410.85,0,0.0,1185.1,0.6
E6,device3,mistral:7b,warm,9,9.4149,9414.85,0,0.0,1184.9,0.6
E6,device3,mistral:7b,warm,10,9.4088,9408.83,0,0.0,1190.3,0.5
E6,device3,mistral:7b,warm,11,12.1664,12166.42,0,0.0,1190.4,0.5
E6,device3,mistral:7b,warm,12,9.2833,9283.32,0,0.0,1188.4,0.7
E6,device3,mistral:7b,warm,13,9.4256,9425.58,0,0.0,1199.4,0.5
E6,device3,mistral:7b,warm,14,8.6569,8656.89,0,0.0,1186.5,0.6
E6,device3,mistral:7b,warm,15,9.4295,9429.52,0,0.0,1189.0,0.6
E6,device3,mistral:7b,warm,16,9.3325,9332.52,0,0.0,1190.3,0.6
E6,device3,mistral:7b,warm,17,9.4247,9424.7,0,0.0,1194.1,0.6
E6,device3,mistral:7b,warm,18,9.2841,9284.11,0,0.0,1195.7,0.5
E6,device3,mistral:7b,warm,19,9.4083,9408.34,0,0.0,1194.3,0.5
E6,device3,mistral:7b,warm,20,9.4091,9409.06,0,0.0,1191.0,0.6
