experiment,device,model,run,total_time_s,ttft_ms,tokens,tokens_per_sec,peak_ram_mb,avg_cpu_pct,load_time_s
E1,device3,tinyllama,1,2.5572,1851.36,100,39.1,957.5,6.0,2.19
E1,device3,tinyllama,2,0.774,39.05,100,129.19,841.2,9.0,2.19
E1,device3,tinyllama,3,0.7578,55.2,100,131.97,841.4,8.6,2.19
E1,device3,tinyllama,4,0.7464,58.04,100,133.98,844.7,8.6,2.19
E1,device3,tinyllama,5,0.7196,42.91,100,138.97,844.3,8.2,2.19
E1,device3,tinyllama,6,0.7438,64.88,100,134.44,844.4,8.7,2.19
E1,device3,tinyllama,7,0.7618,85.39,100,131.27,844.3,8.7,2.19
E1,device3,tinyllama,8,0.7358,58.84,100,135.9,843.3,8.3,2.19
E1,device3,tinyllama,9,0.7308,52.39,100,136.84,842.9,8.3,2.19
E1,device3,tinyllama,10,0.7246,51.24,100,138.01,842.8,8.0,2.19
E1,device3,tinyllama,11,0.7263,50.59,100,137.68,843.6,8.7,2.19
E1,device3,tinyllama,12,0.7599,77.14,100,131.59,846.4,8.4,2.19
E1,device3,tinyllama,13,0.7219,40.25,100,138.52,846.4,7.8,2.19
E1,device3,tinyllama,14,0.7325,56.59,100,136.51,845.5,8.6,2.19
E1,device3,tinyllama,15,0.7325,58.01,100,136.52,845.4,8.3,2.19
E1,device3,tinyllama,16,0.7411,64.09,100,134.93,845.7,8.6,2.19
E1,device3,tinyllama,17,0.7252,59.44,100,137.89,847.2,8.2,2.19
E1,device3,tinyllama,18,0.72,45.42,100,138.9,847.7,7.9,2.19
E1,device3,tinyllama,19,0.7396,65.02,100,135.21,850.4,8.1,2.19
E1,device3,tinyllama,20,0.729,52.6,100,137.18,850.6,8.0,2.19
E1,device3,phi3:mini,1,6.9215,6921.5,0,0.0,1376.0,2.0,3.9
E1,device3,phi3:mini,2,12.7602,12760.15,0,0.0,792.8,0.9,3.9
E1,device3,phi3:mini,3,3.491,1350.55,100,28.64,869.4,8.1,3.9
E1,device3,phi3:mini,4,2.1806,46.24,100,45.86,871.8,8.7,3.9
E1,device3,phi3:mini,5,2.1793,42.28,100,45.89,873.1,8.6,3.9
E1,device3,phi3:mini,6,2.1864,45.26,100,45.74,873.1,8.6,3.9
E1,device3,phi3:mini,7,2.1852,44.2,100,45.76,874.5,8.7,3.9
E1,device3,phi3:mini,8,2.1854,45.86,100,45.76,876.2,8.6,3.9
E1,device3,phi3:mini,9,2.1846,44.16,100,45.77,876.6,8.7,3.9
E1,device3,phi3:mini,10,2.179,39.35,100,45.89,876.6,8.5,3.9
E1,device3,phi3:mini,11,2.1875,44.27,100,45.71,877.8,8.5,3.9
E1,device3,phi3:mini,12,2.1831,43.66,100,45.81,878.4,8.6,3.9
E1,device3,phi3:mini,13,2.1919,51.42,100,45.62,879.7,8.5,3.9
E1,device3,phi3:mini,14,2.1765,39.87,100,45.95,879.7,8.4,3.9
E1,device3,phi3:mini,15,2.1952,56.56,100,45.55,879.4,8.7,3.9
E1,device3,phi3:mini,16,2.1822,41.13,100,45.82,879.9,8.4,3.9
E1,device3,phi3:mini,17,2.1798,41.38,100,45.88,880.4,8.6,3.9
E1,device3,phi3:mini,18,2.1958,51.93,100,45.54,880.7,8.6,3.9
E1,device3,phi3:mini,19,2.1826,41.03,100,45.82,881.6,8.5,3.9
E1,device3,phi3:mini,20,2.2081,65.14,100,45.29,881.7,8.7,3.9
E1,device3,qwen2.5:3b,1,10.4341,10434.1,0,0.0,983.7,1.2,19.67
E1,device3,qwen2.5:3b,2,10.4791,10479.06,0,0.0,1022.2,1.2,19.67
E1,device3,qwen2.5:3b,3,11.3006,11300.65,0,0.0,1069.8,1.1,19.67
E1,device3,qwen2.5:3b,4,9.2828,9282.77,0,0.0,1112.3,1.2,19.67
E1,device3,qwen2.5:3b,5,15.7259,13868.37,93,5.91,1411.5,8.0,19.67
E1,device3,qwen2.5:3b,6,2.0969,124.22,100,47.69,1392.3,8.7,19.67
E1,device3,qwen2.5:3b,7,2.0801,107.64,100,48.07,1395.3,8.6,19.67
E1,device3,qwen2.5:3b,8,2.0845,111.56,100,47.97,1400.9,8.6,19.67
E1,device3,qwen2.5:3b,9,2.0916,114.63,100,47.81,1401.4,8.7,19.67
E1,device3,qwen2.5:3b,10,2.0821,110.88,100,48.03,1405.3,8.5,19.67
E1,device3,qwen2.5:3b,11,2.0906,120.0,100,47.83,1405.4,8.4,19.67
E1,device3,qwen2.5:3b,12,2.0793,108.47,100,48.09,1403.0,8.5,19.67
E1,device3,qwen2.5:3b,13,2.0801,113.31,100,48.07,1400.2,8.6,19.67
E1,device3,qwen2.5:3b,14,2.087,116.08,100,47.92,1401.6,8.5,19.67
E1,device3,qwen2.5:3b,15,2.0819,109.87,100,48.03,1404.6,8.7,19.67
E1,device3,qwen2.5:3b,16,2.0784,110.59,100,48.11,1406.7,8.7,19.67
E1,device3,qwen2.5:3b,17,2.0822,113.47,100,48.03,1410.4,8.6,19.67
E1,device3,qwen2.5:3b,18,2.088,115.38,100,47.89,1410.2,8.6,19.67
E1,device3,qwen2.5:3b,19,2.0853,113.85,100,47.95,1413.5,8.5,19.67
E1,device3,qwen2.5:3b,20,2.0973,122.44,100,47.68,1413.1,8.5,19.67
E1,device3,mistral:7b,1,9.0003,9000.33,0,0.0,1065.4,0.9,12.0
E1,device3,mistral:7b,2,10.7481,10748.09,0,0.0,1062.9,0.8,12.0
E1,device3,mistral:7b,3,9.0202,9020.21,0,0.0,1077.3,0.8,12.0
E1,device3,mistral:7b,4,9.799,9798.99,0,0.0,1072.3,0.8,12.0
E1,device3,mistral:7b,5,11.7989,11798.92,0,0.0,1073.4,0.7,12.0
E1,device3,mistral:7b,6,8.9625,8962.45,0,0.0,1068.9,0.8,12.0
E1,device3,mistral:7b,7,9.7623,9762.31,0,0.0,1071.2,0.8,12.0
E1,device3,mistral:7b,8,9.6912,9691.2,0,0.0,1071.1,0.8,12.0
E1,device3,mistral:7b,9,10.7634,10763.39,0,0.0,1081.8,0.8,12.0
E1,device3,mistral:7b,10,9.7639,9763.9,0,0.0,1080.5,0.9,12.0
E1,device3,mistral:7b,11,8.9596,8959.56,0,0.0,1080.3,0.8,12.0
E1,device3,mistral:7b,12,9.7024,9702.35,0,0.0,1078.3,0.8,12.0
E1,device3,mistral:7b,13,8.7502,8750.2,0,0.0,1082.8,0.9,12.0
E1,device3,mistral:7b,14,10.7566,10756.59,0,0.0,1086.8,0.8,12.0
E1,device3,mistral:7b,15,10.5308,10530.78,0,0.0,1084.0,0.6,12.0
E1,device3,mistral:7b,16,10.5164,10516.35,0,0.0,1091.9,0.8,12.0
E1,device3,mistral:7b,17,8.9433,8943.25,0,0.0,1093.0,1.0,12.0
E1,device3,mistral:7b,18,8.9637,8963.74,0,0.0,1090.4,1.1,12.0
E1,device3,mistral:7b,19,10.7595,10759.52,0,0.0,1090.0,0.8,12.0
E1,device3,mistral:7b,20,9.0347,9034.67,0,0.0,1086.6,0.9,12.0
