experiment,device,model,run,total_time_s,ttft_ms,tokens,tokens_per_sec,peak_ram_mb,avg_cpu_pct,load_time_s
E2-throughput,device3,qwen2.5:3b,15,2.0792,124.56,100,48.1,1043.4,8.7,3.94
E2-throughput,device3,qwen2.5:3b,16,2.0816,118.3,100,48.04,1045.9,8.5,3.94
E2-throughput,device3,qwen2.5:3b,17,2.0743,118.84,100,48.21,1046.1,8.6,3.94
E2-throughput,device3,qwen2.5:3b,18,2.0665,113.19,100,48.39,1047.0,8.5,3.94
E2-throughput,device3,qwen2.5:3b,19,2.08,118.83,100,48.08,1048.7,8.6,3.94
E2-throughput,device3,qwen2.5:3b,20,2.0746,118.32,100,48.2,1048.8,8.6,3.94
E2-throughput,device3,mistral:7b,1,9.0786,9078.6,0,0.0,948.4,0.9,13.48
E2-throughput,device3,mistral:7b,2,9.0804,9080.37,0,0.0,952.6,0.9,13.48
E2-throughput,device3,mistral:7b,3,9.8315,9831.54,0,0.0,947.7,0.9,13.48
E2-throughput,device3,mistral:7b,4,9.0626,9062.6,0,0.0,947.9,0.9,13.48
E2-throughput,device3,mistral:7b,5,13.3756,13375.56,0,0.0,952.7,0.7,13.48
E2-throughput,device3,mistral:7b,6,8.8792,8879.25,0,0.0,952.2,1.0,13.48
E2-throughput,device3,mistral:7b,7,9.8268,9826.84,0,0.0,956.3,0.9,13.48
E2-throughput,device3,mistral:7b,8,9.0919,9091.87,0,0.0,959.4,1.0,13.48
E2-throughput,device3,mistral:7b,9,11.8513,11851.32,0,0.0,953.5,0.8,13.48
E2-throughput,device3,mistral:7b,10,9.9048,9904.8,0,0.0,959.4,0.9,13.48
E2-throughput,device3,mistral:7b,11,9.0517,9051.66,0,0.0,963.6,0.8,13.48
E2-throughput,device3,mistral:7b,12,9.0233,9023.33,0,0.0,961.4,1.0,13.48
E2-throughput,device3,mistral:7b,13,11.8948,11894.83,0,0.0,966.4,0.7,13.48
E2-throughput,device3,mistral:7b,14,9.8498,9849.85,0,0.0,959.2,0.9,13.48
E2-throughput,device3,mistral:7b,15,8.9491,8949.08,0,0.0,962.5,0.9,13.48
E2-throughput,device3,mistral:7b,16,9.1157,9115.7,0,0.0,965.5,0.9,13.48
E2-throughput,device3,mistral:7b,17,10.3794,10379.41,0,0.0,964.1,0.7,13.48
E2-throughput,device3,mistral:7b,18,9.893,9893.0,0,0.0,964.3,0.9,13.48
E2-throughput,device3,mistral:7b,19,9.9046,9904.61,0,0.0,964.1,0.9,13.48
E2-throughput,device3,mistral:7b,20,9.1086,9108.57,0,0.0,967.0,0.9,13.48
