experiment,device,model,run,total_time_s,ttft_ms,tokens,tokens_per_sec,peak_ram_mb,avg_cpu_pct,load_time_s
E2-throughput,device3,tinyllama,1,3.1664,2477.91,100,31.58,1282.8,5.7,1.98
E2-throughput,device3,tinyllama,2,0.7303,54.85,100,136.93,1156.3,7.8,1.98
E2-throughput,device3,tinyllama,3,0.7272,53.68,100,137.51,1159.6,8.1,1.98
E2-throughput,device3,tinyllama,4,0.7272,50.38,100,137.51,1161.6,8.1,1.98
E2-throughput,device3,tinyllama,5,0.7178,45.22,100,139.31,1161.6,8.1,1.98
E2-throughput,device3,tinyllama,6,0.7295,55.33,100,137.07,1158.7,8.1,1.98
E2-throughput,device3,tinyllama,7,0.7191,49.11,100,139.06,1160.1,8.1,1.98
E2-throughput,device3,tinyllama,8,0.7289,51.04,100,137.19,1160.6,8.1,1.98
E2-throughput,device3,tinyllama,9,0.7231,53.23,100,138.29,1160.6,8.1,1.98
E2-throughput,device3,tinyllama,10,0.7206,45.13,100,138.77,1160.6,8.2,1.98
E2-throughput,device3,tinyllama,11,0.7372,62.03,100,135.64,1161.1,8.1,1.98
E2-throughput,device3,tinyllama,12,0.7197,49.17,100,138.95,1165.0,7.8,1.98
E2-throughput,device3,tinyllama,13,0.7143,43.96,100,140.0,1165.0,8.0,1.98
E2-throughput,device3,tinyllama,14,0.7188,49.64,100,139.13,1165.0,8.0,1.98
E2-throughput,device3,tinyllama,15,0.7232,48.07,100,138.27,1165.5,7.9,1.98
E2-throughput,device3,tinyllama,16,0.7254,53.13,100,137.85,1168.1,7.9,1.98
E2-throughput,device3,tinyllama,17,0.7083,37.39,100,141.17,1167.9,8.0,1.98
E2-throughput,device3,tinyllama,18,0.7176,45.47,100,139.36,1167.2,7.8,1.98
E2-throughput,device3,tinyllama,19,0.729,55.1,100,137.18,1169.4,8.4,1.98
E2-throughput,device3,tinyllama,20,0.7199,49.01,100,138.9,1169.4,8.2,1.98
E2-throughput,device3,phi3:mini,1,11.526,11525.97,0,0.0,1023.7,0.7,11.77
E2-throughput,device3,phi3:mini,2,9.7665,9766.52,0,0.0,1023.7,0.7,11.77
E2-throughput,device3,phi3:mini,3,9.794,9794.05,0,0.0,1025.3,0.8,11.77
E2-throughput,device3,phi3:mini,4,9.7426,9742.61,0,0.0,1022.6,0.8,11.77
E2-throughput,device3,phi3:mini,5,8.81,8809.96,0,0.0,1024.7,0.8,11.77
E2-throughput,device3,phi3:mini,6,15.4752,15475.21,0,0.0,1032.1,0.5,11.77
E2-throughput,device3,phi3:mini,7,8.7502,8750.2,0,0.0,1027.5,0.8,11.77
E2-throughput,device3,phi3:mini,8,8.6855,8685.5,0,0.0,1028.2,0.9,11.77
E2-throughput,device3,phi3:mini,9,8.7707,8770.66,0,0.0,1025.2,0.8,11.77
E2-throughput,device3,phi3:mini,10,11.5398,11539.81,0,0.0,1024.0,0.7,11.77
E2-throughput,device3,phi3:mini,11,9.7348,9734.8,0,0.0,1025.1,0.8,11.77
E2-throughput,device3,phi3:mini,12,9.7621,9762.1,0,0.0,1025.6,0.8,11.77
E2-throughput,device3,phi3:mini,13,8.8429,8842.9,0,0.0,1022.8,0.8,11.77
E2-throughput,device3,phi3:mini,14,8.7686,8768.64,0,0.0,1023.1,0.8,11.77
E2-throughput,device3,phi3:mini,15,8.7384,8738.43,0,0.0,1024.0,0.8,11.77
E2-throughput,device3,phi3:mini,16,10.7422,10742.19,0,0.0,1024.7,0.7,11.77
E2-throughput,device3,phi3:mini,17,11.496,11496.03,0,0.0,1026.5,0.7,11.77
E2-throughput,device3,phi3:mini,18,8.7647,8764.7,0,0.0,1031.1,0.8,11.77
E2-throughput,device3,phi3:mini,19,9.7377,9737.71,0,0.0,1028.3,0.7,11.77
E2-throughput,device3,phi3:mini,20,8.803,8802.96,0,0.0,1028.5,0.8,11.77
E2-throughput,device3,qwen2.5:3b,1,5.2811,3461.16,93,17.61,1327.8,6.1,4.35
E2-throughput,device3,qwen2.5:3b,2,2.0538,115.87,100,48.69,1249.0,8.5,4.35
E2-throughput,device3,qwen2.5:3b,3,2.0446,120.99,100,48.91,1247.1,8.4,4.35
E2-throughput,device3,qwen2.5:3b,4,2.0525,120.25,100,48.72,1247.4,8.5,4.35
E2-throughput,device3,qwen2.5:3b,5,2.0538,118.95,100,48.69,1249.3,8.4,4.35
E2-throughput,device3,qwen2.5:3b,6,2.0764,145.57,100,48.16,1251.5,8.5,4.35
E2-throughput,device3,qwen2.5:3b,7,2.0453,114.75,100,48.89,1255.7,8.5,4.35
E2-throughput,device3,qwen2.5:3b,8,2.0453,117.77,100,48.89,1259.2,8.4,4.35
E2-throughput,device3,qwen2.5:3b,9,2.0611,125.82,100,48.52,1260.5,8.4,4.35
E2-throughput,device3,qwen2.5:3b,10,2.0493,120.1,100,48.8,1261.1,8.5,4.35
E2-throughput,device3,qwen2.5:3b,11,2.046,118.38,100,48.88,1261.2,8.4,4.35
E2-throughput,device3,qwen2.5:3b,12,2.0511,124.23,100,48.75,1266.4,8.4,4.35
E2-throughput,device3,qwen2.5:3b,13,2.0474,119.49,100,48.84,1266.4,8.4,4.35
E2-throughput,device3,qwen2.5:3b,14,2.0518,117.29,100,48.74,1268.7,8.4,4.35
E2-throughput,device3,qwen2.5:3b,15,2.0582,122.44,100,48.59,1268.7,8.3,4.35
E2-throughput,device3,qwen2.5:3b,16,2.0656,130.9,100,48.41,1271.2,8.5,4.35
E2-throughput,device3,qwen2.5:3b,17,2.0463,113.8,100,48.87,1272.6,8.5,4.35
E2-throughput,device3,qwen2.5:3b,18,2.0434,109.81,100,48.94,1273.6,8.5,4.35
E2-throughput,device3,qwen2.5:3b,19,2.0624,125.71,100,48.49,1279.1,8.6,4.35
E2-throughput,device3,qwen2.5:3b,20,2.0669,122.92,100,48.38,1279.8,8.6,4.35
E2-throughput,device3,mistral:7b,1,11.1898,11189.85,0,0.0,1071.4,0.8,12.96
E2-throughput,device3,mistral:7b,2,9.2312,9231.17,0,0.0,1072.8,1.0,12.96
E2-throughput,device3,mistral:7b,3,11.7154,11715.4,0,0.0,1086.6,0.9,12.96
E2-throughput,device3,mistral:7b,4,9.4116,9411.57,0,0.0,1073.3,1.0,12.96
E2-throughput,device3,mistral:7b,5,9.5111,9511.11,0,0.0,1074.2,0.9,12.96
E2-throughput,device3,mistral:7b,6,10.2766,10276.56,0,0.0,1077.1,1.0,12.96
E2-throughput,device3,mistral:7b,7,9.3666,9366.6,0,0.0,1069.5,1.0,12.96
E2-throughput,device3,mistral:7b,8,10.8699,10869.93,0,0.0,1066.4,0.9,12.96
E2-throughput,device3,mistral:7b,9,10.1568,10156.79,0,0.0,1066.0,1.0,12.96
E2-throughput,device3,mistral:7b,10,9.3563,9356.32,0,0.0,1065.2,1.0,12.96
E2-throughput,device3,mistral:7b,11,9.3959,9395.87,0,0.0,1067.3,1.0,12.96
E2-throughput,device3,mistral:7b,12,10.172,10172.01,0,0.0,1071.1,1.0,12.96
E2-throughput,device3,mistral:7b,13,10.146,10146.03,0,0.0,1069.5,0.9,12.96
