experiment,device,model,baseline_ram_mb,peak_inference_ram_mb,max_tokens_reached,pressure_status,cache_flushed,peak_swap_mb,swap_active,ram_utilization_pct
E5,device1,tinyllama,596.5,1345.6,1966,CRITICAL,True,101.0,False,17.3
E5,device1,phi3:mini,621.2,4248.4,1966,CRITICAL,True,96.5,False,54.6
E5,device1,qwen2.5:3b,644.4,2756.2,1966,CRITICAL,True,135.4,True,35.4
E5,device1,mistral:7b,690.5,5337.4,1966,CRITICAL,True,195.7,True,68.6
