experiment,device,model,run,total_time_s,ttft_ms,tokens,tokens_per_sec,peak_ram_mb,avg_cpu_pct,load_time_s
E1,device3,tinyllama,1,3.0847,317.52,100,32.42,1282.9,47.9,1.94
E1,device3,tinyllama,2,2.7474,114.24,100,36.4,1253.3,47.2,1.94
E1,device3,tinyllama,3,2.9591,152.6,100,33.79,1235.3,47.4,1.94
E1,device3,tinyllama,4,2.8276,175.86,100,35.37,1225.4,46.2,1.94
E1,device3,tinyllama,5,2.9266,119.83,100,34.17,1218.0,46.7,1.94
E1,device3,tinyllama,6,2.8327,128.16,100,35.3,1211.4,47.0,1.94
E1,device3,tinyllama,7,2.8649,133.81,100,34.9,1209.5,47.4,1.94
E1,device3,tinyllama,8,3.0719,131.88,100,32.55,1211.2,47.6,1.94
E1,device3,tinyllama,9,2.878,151.62,100,34.75,1212.4,47.7,1.94
E1,device3,tinyllama,10,2.9912,156.36,100,33.43,1213.0,47.6,1.94
E1,device3,tinyllama,11,2.9433,135.85,100,33.98,1213.3,47.4,1.94
E1,device3,tinyllama,12,2.6898,156.27,100,37.18,1217.0,47.9,1.94
E1,device3,tinyllama,13,2.862,124.1,100,34.94,1215.2,47.2,1.94
E1,device3,tinyllama,14,2.6863,117.29,100,37.23,1217.1,47.6,1.94
E1,device3,tinyllama,15,2.9076,131.12,100,34.39,1217.3,48.0,1.94
E1,device3,tinyllama,16,2.9998,136.25,100,33.34,1217.3,48.3,1.94
E1,device3,tinyllama,17,2.7559,125.63,100,36.29,1217.0,47.1,1.94
E1,device3,tinyllama,18,2.8845,159.45,100,34.67,1216.0,47.7,1.94
E1,device3,tinyllama,19,2.7969,116.97,100,35.75,1220.2,48.1,1.94
E1,device3,tinyllama,20,2.6358,117.97,100,37.94,1219.4,46.4,1.94
E1,device3,phi3:mini,1,11.6237,3814.8,100,8.6,4208.7,40.5,6.35
E1,device3,phi3:mini,2,7.8925,224.89,100,12.67,3489.9,49.1,6.35
E1,device3,phi3:mini,3,7.9703,196.29,100,12.55,3483.5,49.1,6.35
E1,device3,phi3:mini,4,8.0113,221.67,100,12.48,3480.8,49.4,6.35
E1,device3,phi3:mini,5,8.0473,224.59,100,12.43,3479.9,49.6,6.35
E1,device3,phi3:mini,6,8.096,195.53,100,12.35,3479.1,49.4,6.35
E1,device3,phi3:mini,7,8.047,188.35,100,12.43,3476.1,49.6,6.35
E1,device3,phi3:mini,8,7.9571,128.17,100,12.57,3476.9,49.7,6.35
E1,device3,phi3:mini,9,7.8668,137.52,100,12.71,3477.2,49.3,6.35
E1,device3,phi3:mini,10,7.9444,199.66,100,12.59,3477.9,49.6,6.35
E1,device3,phi3:mini,11,7.8994,158.06,100,12.66,3477.3,49.4,6.35
E1,device3,phi3:mini,12,8.0239,142.37,100,12.46,3478.0,49.5,6.35
E1,device3,phi3:mini,13,7.8795,140.29,100,12.69,3476.3,49.1,6.35
E1,device3,phi3:mini,14,8.22,220.9,100,12.17,3475.7,49.5,6.35
E1,device3,phi3:mini,15,8.1157,128.66,100,12.32,3478.3,49.5,6.35
E1,device3,phi3:mini,16,8.2493,212.64,100,12.12,3477.8,49.5,6.35
E1,device3,phi3:mini,17,8.1158,122.18,100,12.32,3477.3,49.2,6.35
E1,device3,phi3:mini,18,8.0633,178.38,100,12.4,3478.5,48.9,6.35
E1,device3,phi3:mini,19,8.2303,251.07,100,12.15,3477.8,49.6,6.35
E1,device3,phi3:mini,20,8.1444,207.65,100,12.28,3477.1,49.6,6.35
E1,device3,qwen2.5:3b,1,11.2086,4709.05,86,7.67,2607.4,37.8,6.46
E1,device3,qwen2.5:3b,2,6.8213,391.96,86,12.61,2546.6,47.9,6.46
E1,device3,qwen2.5:3b,3,6.8542,334.04,86,12.55,2534.3,47.6,6.46
