experiment,device,model,run,total_time_s,ttft_ms,tokens,tokens_per_sec,peak_ram_mb,avg_cpu_pct,load_time_s
E1,device1,tinyllama,1,11.7365,3851.0,100,8.52,1265.5,45.4,3.04
E1,device1,tinyllama,2,7.1951,174.0,100,13.9,1270.9,48.7,3.04
E1,device1,tinyllama,3,7.1605,192.23,100,13.97,1270.3,48.6,3.04
E1,device1,tinyllama,4,7.4845,178.18,100,13.36,1270.4,48.8,3.04
E1,device1,tinyllama,5,8.9837,212.96,100,11.13,1274.3,48.3,3.04
E1,device1,tinyllama,6,8.4045,198.96,100,11.9,1271.0,48.5,3.04
E1,device1,tinyllama,7,9.1608,207.71,100,10.92,1314.5,55.3,3.04
E1,device1,tinyllama,8,10.0794,193.03,100,9.92,1319.9,54.4,3.04
E1,device1,tinyllama,9,7.3048,217.82,100,13.69,1271.4,47.9,3.04
E1,device1,tinyllama,10,7.5611,145.86,100,13.23,1271.0,48.6,3.04
E1,device1,tinyllama,11,7.0716,203.89,100,14.14,1272.0,48.6,3.04
E1,device1,tinyllama,12,7.0398,160.26,100,14.2,1273.4,48.4,3.04
E1,device1,tinyllama,13,7.36,182.26,100,13.59,1272.5,48.4,3.04
E1,device1,tinyllama,14,7.7577,141.26,100,12.89,1273.2,48.7,3.04
E1,device1,tinyllama,15,6.656,190.38,100,15.02,1273.0,48.6,3.04
E1,device1,tinyllama,16,7.405,185.96,100,13.5,1275.7,48.9,3.04
E1,device1,tinyllama,17,6.8945,292.33,100,14.5,1277.2,48.4,3.04
E1,device1,tinyllama,18,6.0331,161.68,100,16.58,1277.2,48.7,3.04
E1,device1,tinyllama,19,5.77,141.7,100,17.33,1277.8,48.9,3.04
E1,device1,tinyllama,20,6.1498,146.66,100,16.26,1278.6,48.8,3.04
E1,device1,phi3:mini,1,51.0045,27608.64,100,1.96,4246.4,32.5,18.01
E1,device1,phi3:mini,2,21.9462,279.48,100,4.56,3475.8,49.7,18.01
E1,device1,phi3:mini,3,21.7591,441.63,100,4.6,3478.3,49.5,18.01
E1,device1,phi3:mini,4,24.0307,363.2,100,4.16,3478.0,49.5,18.01
E1,device1,phi3:mini,5,22.9208,249.08,100,4.36,3480.6,49.3,18.01
E1,device1,phi3:mini,6,22.7764,255.88,100,4.39,3483.5,49.7,18.01
E1,device1,phi3:mini,7,21.6488,284.58,100,4.62,3481.8,49.5,18.01
E1,device1,phi3:mini,8,21.4572,221.48,100,4.66,3482.5,49.7,18.01
E1,device1,phi3:mini,9,19.9968,232.9,100,5.0,3484.2,49.5,18.01
E1,device1,phi3:mini,10,20.213,231.55,100,4.95,3483.2,49.5,18.01
E1,device1,phi3:mini,11,20.6784,242.54,100,4.84,3482.8,49.7,18.01
E1,device1,phi3:mini,12,21.0852,233.73,100,4.74,3482.5,49.7,18.01
E1,device1,phi3:mini,13,22.135,269.77,100,4.52,3484.2,49.7,18.01
E1,device1,phi3:mini,14,21.2228,573.17,100,4.71,3486.1,49.6,18.01
E1,device1,phi3:mini,15,21.478,246.08,100,4.66,3487.3,49.6,18.01
E1,device1,phi3:mini,16,20.4921,236.65,100,4.88,3489.1,49.5,18.01
E1,device1,phi3:mini,17,24.5003,283.42,100,4.08,3488.1,49.7,18.01
E1,device1,phi3:mini,18,21.0373,256.67,100,4.75,3488.0,49.8,18.01
E1,device1,phi3:mini,19,18.5635,229.71,100,5.39,3489.2,49.6,18.01
E1,device1,phi3:mini,20,21.1085,239.3,100,4.74,3488.3,49.6,18.01
E1,device1,qwen2.5:3b,1,17.4508,7282.32,73,4.18,2714.1,39.4,4.93
E1,device1,qwen2.5:3b,2,11.1106,389.87,73,6.57,2686.3,48.0,4.93
E1,device1,qwen2.5:3b,3,11.6592,445.06,73,6.26,2687.7,47.6,4.93
E1,device1,qwen2.5:3b,4,11.8884,459.93,73,6.14,2686.7,47.6,4.93
E1,device1,qwen2.5:3b,5,12.3693,351.34,73,5.9,2692.2,48.3,4.93
E1,device1,qwen2.5:3b,6,11.9431,507.19,73,6.11,2695.0,47.6,4.93
E1,device1,qwen2.5:3b,7,10.7475,368.38,73,6.79,2695.1,48.3,4.93
