experiment,device,model,condition,run,total_time_s,ttft_ms,tokens,tokens_per_sec,peak_ram_mb,avg_cpu_pct
E6,device1,phi3:mini,cold,1,15.156,4552.89,80,5.28,3390.0,40.4
E6,device1,phi3:mini,cold,2,16.7627,3862.33,80,4.77,3397.9,42.8
E6,device1,phi3:mini,cold,3,31.6435,3375.17,80,2.53,3407.8,45.0
E6,device1,phi3:mini,cold,4,36.915,18376.94,80,2.17,3414.7,34.6
E6,device1,phi3:mini,cold,5,17.5526,3325.88,80,4.56,3416.5,44.4
E6,device1,phi3:mini,warm,1,20.2753,5848.94,80,3.95,4189.7,44.5
E6,device1,phi3:mini,warm,2,14.9071,242.59,80,5.37,3427.0,49.3
E6,device1,phi3:mini,warm,3,14.5306,235.71,80,5.51,3430.6,49.7
E6,device1,phi3:mini,warm,4,18.4755,259.41,80,4.33,3432.3,49.6
E6,device1,phi3:mini,warm,5,15.3586,293.53,80,5.21,3432.4,49.5
E6,device1,phi3:mini,warm,6,18.8264,224.38,80,4.25,3432.1,49.6
E6,device1,phi3:mini,warm,7,17.3298,267.96,80,4.62,3431.8,49.6
E6,device1,phi3:mini,warm,8,15.9032,258.77,80,5.03,3434.7,49.7
E6,device1,phi3:mini,warm,9,14.7817,252.03,80,5.41,3434.7,49.7
E6,device1,phi3:mini,warm,10,14.4111,218.89,80,5.55,3434.0,49.9
E6,device1,phi3:mini,warm,11,15.6628,251.48,80,5.11,3434.4,49.6
E6,device1,phi3:mini,warm,12,15.284,266.94,80,5.23,3434.6,49.9
E6,device1,phi3:mini,warm,13,17.2049,270.46,80,4.65,3436.1,49.4
E6,device1,phi3:mini,warm,14,21.8309,225.26,80,3.66,3435.6,49.2
E6,device1,phi3:mini,warm,15,38.6402,439.58,80,2.07,3484.4,55.6
E6,device1,phi3:mini,warm,16,41.1526,639.3,80,1.94,3557.7,57.1
E6,device1,phi3:mini,warm,17,34.5106,1814.22,80,2.32,3488.4,48.9
E6,device1,phi3:mini,warm,18,44.4898,860.32,80,1.8,3446.3,48.5
E6,device1,phi3:mini,warm,19,39.9698,523.37,80,2.0,3447.5,48.5
E6,device1,phi3:mini,warm,20,29.6898,490.8,80,2.69,3448.5,49.1
E6,device1,qwen2.5:3b,cold,1,62.7534,28900.28,80,1.27,2600.3,34.6
E6,device1,qwen2.5:3b,cold,2,72.0295,53739.94,80,1.11,2633.8,23.4
E6,device1,qwen2.5:3b,cold,3,33.8861,14755.73,80,2.36,2635.7,37.7
E6,device1,qwen2.5:3b,cold,4,31.8929,15248.44,80,2.51,2687.9,35.8
E6,device1,qwen2.5:3b,cold,5,48.6797,26724.38,80,1.64,2694.8,36.7
E6,device1,qwen2.5:3b,warm,1,15.9003,5036.35,80,5.03,2763.1,42.7
E6,device1,qwen2.5:3b,warm,2,12.2343,375.53,80,6.54,2695.3,48.2
E6,device1,qwen2.5:3b,warm,3,11.6202,396.51,80,6.88,2697.1,48.1
E6,device1,qwen2.5:3b,warm,4,11.34,372.49,80,7.05,2701.4,48.2
E6,device1,qwen2.5:3b,warm,5,12.0482,385.98,80,6.64,2701.4,48.2
E6,device1,qwen2.5:3b,warm,6,11.6202,385.75,80,6.88,2702.3,48.2
E6,device1,qwen2.5:3b,warm,7,14.0203,414.82,80,5.71,2706.4,47.9
E6,device1,qwen2.5:3b,warm,8,15.0543,420.18,80,5.31,2706.5,48.2
E6,device1,qwen2.5:3b,warm,9,12.1771,383.17,80,6.57,2705.3,48.0
E6,device1,qwen2.5:3b,warm,10,11.1435,403.38,80,7.18,2705.1,48.2
E6,device1,qwen2.5:3b,warm,11,11.3391,429.04,80,7.06,2708.2,48.2
E6,device1,qwen2.5:3b,warm,12,11.5531,388.88,80,6.92,2707.8,48.2
E6,device1,qwen2.5:3b,warm,13,11.1697,372.43,80,7.16,2711.1,47.9
E6,device1,qwen2.5:3b,warm,14,11.0427,364.64,80,7.24,2711.8,48.0
E6,device1,qwen2.5:3b,warm,15,10.8332,349.28,80,7.38,2710.2,48.6
E6,device1,qwen2.5:3b,warm,16,10.9779,374.94,80,7.29,2710.4,47.9
E6,device1,qwen2.5:3b,warm,17,10.8946,354.13,80,7.34,2716.3,48.0
E6,device1,qwen2.5:3b,warm,18,11.6348,365.08,80,6.88,2719.2,48.3
E6,device1,qwen2.5:3b,warm,19,11.3058,365.65,80,7.08,2718.1,48.1
E6,device1,qwen2.5:3b,warm,20,11.5639,380.38,80,6.92,2718.1,47.8
E6,device1,mistral:7b,cold,1,57.7814,29557.04,80,1.38,5129.5,30.0
E6,device1,mistral:7b,cold,2,42.6786,19803.29,80,1.87,4959.0,33.2
E6,device1,mistral:7b,cold,3,27.8469,5839.5,80,2.87,4963.4,43.0
E6,device1,mistral:7b,cold,4,31.8485,9558.0,80,2.51,4910.8,41.0
E6,device1,mistral:7b,cold,5,31.0516,5299.94,80,2.58,4957.3,44.5
E6,device1,mistral:7b,warm,1,32.0399,8828.72,80,2.5,5223.0,42.1
E6,device1,mistral:7b,warm,2,23.1912,393.54,80,3.45,4884.9,49.8
E6,device1,mistral:7b,warm,3,23.1806,346.15,80,3.45,4886.8,49.9
E6,device1,mistral:7b,warm,4,22.1452,344.08,80,3.61,4891.5,49.9
E6,device1,mistral:7b,warm,5,22.7222,340.03,80,3.52,4891.3,49.9
E6,device1,mistral:7b,warm,6,22.5165,355.88,80,3.55,4894.6,49.8
E6,device1,mistral:7b,warm,7,22.0722,341.27,80,3.62,4894.6,50.0
E6,device1,mistral:7b,warm,8,21.94,327.92,80,3.65,4893.5,49.8
E6,device1,mistral:7b,warm,9,22.1407,315.11,80,3.61,4896.2,49.9
E6,device1,mistral:7b,warm,10,23.6258,384.67,80,3.39,4895.3,49.9
E6,device1,mistral:7b,warm,11,24.9682,335.11,80,3.2,4896.8,49.9
E6,device1,mistral:7b,warm,12,23.3662,346.57,80,3.42,4897.5,50.0
E6,device1,mistral:7b,warm,13,23.6441,352.87,80,3.38,4899.4,49.8
E6,device1,mistral:7b,warm,14,22.4118,337.77,80,3.57,4899.8,49.8
E6,device1,mistral:7b,warm,15,23.3153,342.96,80,3.43,4899.0,50.0
E6,device1,mistral:7b,warm,16,22.6232,415.25,80,3.54,4897.3,49.7
E6,device1,mistral:7b,warm,17,22.171,365.51,80,3.61,4898.8,49.9
E6,device1,mistral:7b,warm,18,22.69,324.35,80,3.53,4899.1,50.0
E6,device1,mistral:7b,warm,19,22.3278,332.27,80,3.58,4896.4,49.8
E6,device1,mistral:7b,warm,20,22.0014,344.88,80,3.64,4896.7,49.8
