experiment,device,model,baseline_ram_mb,peak_inference_ram_mb,max_tokens_reached,pressure_status,cache_flushed,peak_swap_mb,swap_active,ram_utilization_pct
E5,device3,tinyllama,521.8,1418.2,2124,CRITICAL,True,70.3,False,18.2
E5,device3,phi3:mini,520.3,4184.2,2124,CRITICAL,True,70.3,False,53.7
E5,device3,qwen2.5:3b,516.8,2586.8,2124,CRITICAL,True,68.8,False,33.2
E5,device3,mistral:7b,516.9,5174.8,2124,CRITICAL,True,79.8,True,66.5
