experiment,device,model,run,total_time_s,ttft_ms,tokens,tokens_per_sec,peak_ram_mb,avg_cpu_pct,load_time_s
E2-throughput,device1,mistral-q8,2,41.7109,1073.9,100,2.4,7721.6,50.5,78.28
E2-throughput,device1,mistral-q8,3,38.6158,792.01,100,2.59,7721.9,50.2,78.28
E2-throughput,device1,mistral-q8,4,41.8206,650.48,100,2.39,7721.9,50.3,78.28
E2-throughput,device1,mistral-q8,5,41.6894,796.82,100,2.4,7718.0,50.1,78.28
E2-throughput,device1,mistral-q8,6,41.6092,589.46,100,2.4,7715.9,50.7,78.28
E2-throughput,device1,mistral-q8,7,44.82,1618.52,100,2.23,7717.8,50.6,78.28
E2-throughput,device1,mistral-q8,8,40.7488,794.38,100,2.45,7717.1,50.0,78.28
E2-throughput,device1,mistral-q8,9,40.6219,546.27,100,2.46,7714.8,50.3,78.28
E2-throughput,device1,mistral-q8,10,40.6989,479.24,100,2.46,7717.9,50.9,78.28
E2-throughput,device1,mistral-q8,11,44.1615,994.31,100,2.26,7716.9,51.3,78.28
E2-throughput,device1,mistral-q8,12,40.7695,1335.99,100,2.45,7715.1,49.8,78.28
E2-throughput,device1,mistral-q8,13,39.6353,650.86,100,2.52,7721.1,50.7,78.28
E2-throughput,device1,mistral-q8,14,41.2976,1273.52,100,2.42,7715.7,50.7,78.28
E2-throughput,device1,mistral-q8,15,39.2578,925.35,100,2.55,7716.1,50.3,78.28
E2-throughput,device1,mistral-q8,16,39.0857,854.52,100,2.56,7716.1,50.1,78.28
E2-throughput,device1,mistral-q8,17,40.2866,597.69,100,2.48,7715.8,50.7,78.28
E2-throughput,device1,mistral-q8,18,39.2601,811.08,100,2.55,7720.5,50.9,78.28
E2-throughput,device1,mistral-q8,19,41.5586,858.2,100,2.41,7716.6,49.9,78.28
E2-throughput,device1,mistral-q8,20,39.9331,773.56,100,2.5,7715.4,50.3,78.28
